transcript_id,transcript_position,score
ENST00000332118,325,0.4651516063173274
ENST00000376372,912,0.20968740841260095
ENST00000271638,147,0.550425499918425
ENST00000293677,3072,0.6341870616763307
ENST00000297613,948,0.18600868724684422
ENST00000301764,2050,0.7968061561276468
ENST00000301964,1466,0.4364547981369423
ENST00000295899,311,0.454639345248213
ENST00000264161,739,0.20619034415340906
ENST00000438552,589,0.10770106220457984
ENST00000273308,1042,0.22597428174419265
ENST00000366607,2164,0.7339391286357659
ENST00000265100,575,0.48167722701161664
ENST00000361682,1404,0.09999860166801339
ENST00000221566,282,0.6795973683186578
ENST00000563588,1014,0.031963914724135324
ENST00000285930,365,0.7244355467472949
ENST00000258772,474,0.679970045664498
ENST00000330398,1096,0.6386823152368937
ENST00000641375,841,0.47549782856792827
ENST00000627384,992,0.19754791479447065
ENST00000262056,2991,0.2844108000867457
ENST00000184266,135,0.4020550105043312
ENST00000369307,219,0.6471618919305357
ENST00000269397,2039,0.22144989323740785
ENST00000540494,2392,0.14997805997286795
ENST00000278412,2342,0.6192454078194808
ENST00000318066,926,0.37695154404286946
ENST00000466681,640,0.5201382314346622
ENST00000256682,3520,0.741814941259057
ENST00000248098,2291,0.5966853681806399
ENST00000395566,352,0.7080012856119655
ENST00000368636,768,0.2138979866725292
ENST00000579408,351,0.6154210469094394
ENST00000239906,1575,0.5515117360753866
ENST00000632799,470,0.5513296912939047
ENST00000354473,399,0.5381698148872751
ENST00000561637,816,0.4458331809593613
ENST00000323853,2830,0.5892887994207097
ENST00000619204,931,0.18164526990148375
ENST00000272227,2108,0.6056163732946876
ENST00000252015,1725,0.7943543619296466
ENST00000618915,995,0.41370796220386846
ENST00000613168,637,0.6638899460102997
ENST00000394440,1072,0.6444995768947176
ENST00000217426,1965,0.3734027370397584
ENST00000307363,1637,0.08661083009547657
ENST00000555890,266,0.29459896233792554
ENST00000374980,373,0.4469768160240167
ENST00000373365,157,0.42988853551036565
ENST00000351328,563,0.19198364539308274
ENST00000203407,874,0.7543750547199277
ENST00000352456,1827,0.11181845912879042
ENST00000288071,902,0.4421168787745086
ENST00000619352,345,0.1228611328686886
ENST00000400720,2026,0.7380540396410754
ENST00000393892,2241,0.8494124871154299
ENST00000300648,6620,0.0757093811649908
ENST00000358227,640,0.44940048419691864
ENST00000305533,763,0.47790504323409266
ENST00000509253,445,0.5738304669090033
ENST00000398733,750,0.05910413526402928
ENST00000334295,1833,0.5014793122695101
ENST00000330938,1882,0.6108793173119257
ENST00000261700,265,0.5436155674077942
ENST00000271308,661,0.36907761121590693
ENST00000215957,3720,0.42947507479276803
ENST00000369023,374,0.26545091284167116
ENST00000354546,236,0.12745298309523154
ENST00000614830,873,0.14391134130346458
ENST00000332211,453,0.31611591920023013
ENST00000263256,2839,0.37994154761318943
ENST00000369815,517,0.3395938979847217
ENST00000262942,79,0.4154535049062464
ENST00000394440,1733,0.6948812806428809
ENST00000371740,2005,0.46359618625056076
ENST00000375643,3138,0.726163598627682
ENST00000272348,375,0.40012505832819034
ENST00000370986,1199,0.5634273907410511
ENST00000355899,518,0.7009246955931635
ENST00000261182,444,0.6937127349771937
ENST00000310144,322,0.40822224361230136
ENST00000267973,457,0.8674238074819136
ENST00000373055,570,0.1397694339074123
ENST00000305218,924,0.08207761593823693
ENST00000263121,1168,0.40059465257511206
ENST00000380113,179,0.14164931707468112
ENST00000359856,1236,0.40548828862595226
ENST00000614556,5825,0.29897946251133173
ENST00000345016,4656,0.2828645837939976
ENST00000612311,284,0.8542528754242449
ENST00000435983,268,0.15198577955480524
ENST00000432648,1288,0.8619582652059091
ENST00000277865,1682,0.08137002582998036
ENST00000397676,290,0.4223652440793505
ENST00000634990,6504,0.5319982818477991
ENST00000588025,1132,0.848589056586823
ENST00000375048,237,0.4898554948555251
ENST00000265620,1459,0.2589258239302446
ENST00000333202,1026,0.15853564531036649
ENST00000261772,2626,0.23512156947813584
ENST00000622390,275,0.4951687888531034
ENST00000329970,885,0.16568979669392497
ENST00000375549,1320,0.44561708092735625
ENST00000346798,1837,0.37538720836621675
ENST00000367274,382,0.31528868804566
ENST00000391975,1023,0.20517201768952123
ENST00000253413,143,0.46927878795531114
ENST00000637253,414,0.6054766357641068
ENST00000596273,441,0.22022226730651814
ENST00000484558,1127,0.04926736396395742
ENST00000409194,213,0.37604729076830395
ENST00000517309,1460,0.4507170892844725
ENST00000303127,886,0.10697430725361579
ENST00000409682,1336,0.8115256345892378
ENST00000349792,2687,0.5970177532154514
ENST00000356401,3071,0.3922513305595674
ENST00000507110,1043,0.7707948054377415
ENST00000466830,391,0.19348521671269073
ENST00000552981,368,0.6054736620672667
ENST00000371717,1357,0.6593582228210414
ENST00000278422,886,0.308283696851875
ENST00000258975,194,0.5317765105014688
ENST00000554465,2539,0.19221594108658682
ENST00000263694,320,0.13978623915396887
ENST00000581066,519,0.47552721078169463
ENST00000216281,2400,0.8470634185220985
ENST00000618915,770,0.7521756051360037
ENST00000377897,1636,0.3333469143443231
ENST00000577407,115,0.33772890490683993
ENST00000494312,692,0.5632959604374185
ENST00000252603,696,0.613391867308503
ENST00000318607,2508,0.5983262119748712
ENST00000304895,1568,0.2949796561889575
ENST00000467789,83,0.2907053519810043
ENST00000380527,972,0.16642903596772096
ENST00000261875,2486,0.15820864395738402
ENST00000591247,826,0.4121086250667962
ENST00000309422,1343,0.10887218290469423
ENST00000561090,1097,0.4310824034257208
ENST00000023939,1014,0.44140932016195666
ENST00000494854,1619,0.8400816395016983
ENST00000369980,1308,0.4515258315604457
ENST00000309311,194,0.26927061801147334
ENST00000381237,3449,0.2231700651373897
ENST00000370277,987,0.25300297984056785
ENST00000509359,601,0.18180895814424877
ENST00000353801,689,0.3519988687165729
ENST00000283415,2262,0.38524858360828607
ENST00000387347,1036,0.014428865615860684
ENST00000377685,1123,0.3493764187759173
ENST00000318782,2643,0.8552395400251068
ENST00000265465,2483,0.8407592023496963
ENST00000361565,850,0.41741228904308
ENST00000331497,1538,0.5614908221565232
ENST00000372134,1762,0.4355779914633257
ENST00000261735,1164,0.20462275969604127
ENST00000553851,1055,0.8026121109339583
ENST00000357067,235,0.22064439456533222
ENST00000366560,542,0.7305977225953586
ENST00000249364,1293,0.15881787049516316
ENST00000245544,603,0.5991505389438957
ENST00000372524,2673,0.5871456926413581
ENST00000412830,575,0.5009728825426429
ENST00000368884,593,0.2580458857514618
ENST00000335007,1913,0.24962003113658995
ENST00000325327,3381,0.11297006222595048
ENST00000311086,543,0.46567801916938495
ENST00000216122,2385,0.827657800474784
ENST00000373477,2389,0.38631873447713877
ENST00000376281,1844,0.39205440164498534
ENST00000464845,767,0.6420755913763027
ENST00000524349,456,0.5729983088834952
ENST00000376335,2230,0.2392604178683861
ENST00000372621,1811,0.7787945793182949
ENST00000262375,1110,0.14828890128586703
ENST00000216037,1815,0.10653408197251954
ENST00000468812,1829,0.13255947362272874
ENST00000233615,1124,0.17780543180274377
ENST00000292616,1997,0.20024619911642744
ENST00000306014,2855,0.6896381125094384
ENST00000413518,296,0.3222633596742989
ENST00000549147,814,0.14094311247232216
ENST00000454893,422,0.38675040862136884
ENST00000304858,2546,0.2899062436087583
ENST00000340857,2179,0.4152798521535164
ENST00000252487,1644,0.42040389596149935
ENST00000396705,232,0.6981245010547856
ENST00000199389,1770,0.6053431860610784
ENST00000204549,933,0.7951052771029959
ENST00000460680,3691,0.5937615774949196
ENST00000323557,1041,0.5228432123167511
ENST00000360244,1232,0.5639094336863686
ENST00000426256,2800,0.5664058866593447
ENST00000337190,639,0.5980742929739901
ENST00000253122,3697,0.7851752477821721
ENST00000396076,993,0.4386654988372001
ENST00000377351,2095,0.2146934823237546
ENST00000289382,1473,0.4156070227047491
ENST00000507110,1353,0.3129728492662613
ENST00000373449,1461,0.8648376890572189
ENST00000234111,763,0.19840733678718908
ENST00000577419,890,0.2755092050232157
ENST00000340913,1293,0.4955205333684753
ENST00000256015,1581,0.45011665118490796
ENST00000530455,977,0.6306667745345895
ENST00000370355,726,0.07690777927333302
ENST00000595858,833,0.6298217645854504
ENST00000375370,1373,0.9058827494893682
ENST00000261875,2662,0.7377352549808847
ENST00000262348,621,0.2608205383204543
ENST00000263347,1001,0.6816620604449356
ENST00000307630,3373,0.10868683606383366
ENST00000354694,1943,0.5704041160527601
ENST00000288607,1072,0.16123377043467896
ENST00000373030,1398,0.43469553975345504
ENST00000254108,1711,0.31103921707735416
ENST00000360961,314,0.4519840881707809
ENST00000494484,1904,0.63249142578589
ENST00000616395,1155,0.09950346520561348
ENST00000571735,1506,0.1380033761253468
ENST00000421473,421,0.4976853624721877
ENST00000261819,352,0.42920669481485574
ENST00000306125,2542,0.3269471132708107
ENST00000296255,1030,0.4387197156799182
ENST00000434724,905,0.7513528333859488
ENST00000344795,926,0.5575772335892312
ENST00000454893,136,0.5307769808577345
ENST00000361574,714,0.6335283014595751
ENST00000332707,2938,0.11010815475285012
ENST00000216190,1746,0.565874914226242
ENST00000551018,419,0.6460128920637968
ENST00000321394,1656,0.6175558668414513
ENST00000349496,2588,0.3638632141332897
ENST00000265056,2810,0.6153353290789937
ENST00000333511,1190,0.0644562920758322
ENST00000337919,1557,0.1449879810765155
ENST00000546591,320,0.485394143964908
ENST00000322623,1215,0.18066020995226692
ENST00000372577,2727,0.12997094691810854
ENST00000614556,5647,0.5945598476359658
ENST00000367142,504,0.49704565087795705
ENST00000315467,434,0.2481335166558487
ENST00000361624,797,0.6983569690033808
ENST00000373493,1424,0.1507912747519885
ENST00000261819,2313,0.6043843073140404
ENST00000369722,1418,0.5201167303285638
ENST00000627231,585,0.10515807067073023
ENST00000593829,903,0.3732447203365059
ENST00000466877,89,0.45330778346860234
ENST00000393812,1103,0.42865623767091643
ENST00000538654,712,0.3946253443826206
ENST00000300935,634,0.40142583020888967
ENST00000216605,2098,0.6239948510121006
ENST00000367595,1480,0.1844862313983685
ENST00000483970,820,0.8478265712407859
ENST00000426013,1314,0.09181607892440496
ENST00000394950,1953,0.4144371075764769
ENST00000426256,1650,0.4163249916555676
ENST00000568546,1344,0.434475862880327
ENST00000322030,542,0.35858276947373463
ENST00000263574,3428,0.629525313735702
ENST00000553837,969,0.7497050658071943
ENST00000443585,328,0.09719713335648128
ENST00000394963,2294,0.11332643735043131
ENST00000614556,5364,0.31544910085860534
ENST00000510558,785,0.8131070053268119
ENST00000367103,804,0.6751983116258885
ENST00000268668,234,0.19979825486880953
ENST00000257181,1052,0.34562234012128207
ENST00000584164,130,0.5800149155988135
ENST00000371142,1939,0.23505770180539678
ENST00000470180,1521,0.49387117478388143
ENST00000261479,418,0.2330028932434814
ENST00000270776,1525,0.39376539335035177
ENST00000261875,2644,0.5635196021972751
ENST00000300933,2398,0.6253997724680991
ENST00000358678,538,0.49840347954647835
ENST00000376759,681,0.2706214764404121
ENST00000494232,327,0.49163801909496624
ENST00000370651,813,0.41149855805918784
ENST00000435041,1680,0.44533840967310306
ENST00000216038,949,0.7324538706388614
ENST00000451270,478,0.6649863466734943
ENST00000371269,316,0.34819675059993943
ENST00000272542,1650,0.47097870096831085
ENST00000615711,655,0.09807308977541594
ENST00000301281,428,0.7742187635749697
ENST00000582888,603,0.1872852889408811
ENST00000595090,1838,0.6788729218036011
ENST00000361731,905,0.4920071432292732
ENST00000479563,368,0.5117149023734187
ENST00000283921,1928,0.6019096785835578
ENST00000395081,252,0.5542685408853234
ENST00000591899,1122,0.7287411050995353
ENST00000392334,830,0.6424751401128139
ENST00000313269,1191,0.46667807988985266
ENST00000236671,1016,0.7758461200923064
ENST00000368494,1264,0.5223390256780546
ENST00000367627,1439,0.6691626573717004
ENST00000285379,1651,0.4186523452580974
ENST00000579260,797,0.3075568029424637
ENST00000619951,436,0.5351483843415217
ENST00000072869,1148,0.6155619023459352
ENST00000370544,1533,0.49160373463328927
ENST00000325844,358,0.8112872946134935
ENST00000315970,1166,0.49573202582385345
ENST00000261772,1356,0.5455972240602556
ENST00000447282,986,0.5818984084336749
ENST00000567007,1744,0.60543872519724
ENST00000288207,287,0.5511545911266672
ENST00000369660,1602,0.7010997663843662
ENST00000291565,574,0.3679382937388414
ENST00000354185,2236,0.606194170828392
ENST00000429437,106,0.4314946485920121
ENST00000409733,602,0.3305964922188918
ENST00000612630,4150,0.41870740755557256
ENST00000336458,425,0.6353890660421478
ENST00000300456,2540,0.5322937042874929
ENST00000261735,1047,0.13882278764479367
ENST00000340578,1896,0.37329227195085835
ENST00000290158,1971,0.4878891427331049
ENST00000238081,793,0.6368733066950819
ENST00000462917,1282,0.593156276013889
ENST00000328923,2122,0.18806106107352927
ENST00000322008,534,0.2473137936805611
ENST00000243253,2137,0.3849123728330386
ENST00000371222,2994,0.5300916189616469
ENST00000271843,830,0.5183523712146325
ENST00000327044,2561,0.4757071136886356
ENST00000296674,3390,0.7339406119415749
ENST00000255764,879,0.16313330027748887
ENST00000247655,62,0.43136736572836915
ENST00000373699,1319,0.28703729542122647
ENST00000394249,1485,0.37785911126958144
ENST00000215882,812,0.6894896560245258
ENST00000457167,1579,0.15105518455990602
ENST00000272418,1553,0.6431651417933335
ENST00000555774,1062,0.7664371416779033
ENST00000457573,1202,0.5889542960001943
ENST00000299300,754,0.5766691957065421
ENST00000368685,810,0.2667860945044829
ENST00000341753,1987,0.7258697618538579
ENST00000216281,2342,0.11581603075932312
ENST00000368259,1157,0.7889424098975493
ENST00000610322,460,0.5453019053713999
ENST00000381020,3365,0.3136361447315097
ENST00000456863,157,0.5056022472550002
ENST00000333188,672,0.6047919905339882
ENST00000466490,1751,0.6407738605928892
ENST00000617285,2313,0.5748420862558449
ENST00000294661,121,0.04886184837048517
ENST00000296509,1090,0.6854206803335865
ENST00000528157,432,0.4293056437381646
ENST00000396680,866,0.690110307199556
ENST00000617316,1156,0.5432394730897329
ENST00000440027,1169,0.5960433507864811
ENST00000368309,3448,0.6860536161839447
ENST00000298556,496,0.6787819946530613
ENST00000582193,202,0.6867103905116043
ENST00000494593,1573,0.43642473897463524
ENST00000357214,2399,0.24143830648990663
ENST00000335181,341,0.6981185454448335
ENST00000378119,2632,0.2690918268582725
ENST00000394601,3000,0.327516628234252
ENST00000260746,418,0.43344544137528773
ENST00000618613,672,0.2411970139580686
ENST00000262056,3045,0.3398768886553811
ENST00000369762,994,0.568828075044238
ENST00000583313,341,0.22539072555192993
ENST00000262498,974,0.5971141454240203
ENST00000310418,270,0.5769027563062353
ENST00000333213,1841,0.5212201421978874
ENST00000567436,145,0.7910209098182464
ENST00000566458,455,0.16692430038341124
ENST00000497931,84,0.2055399533148265
ENST00000301488,1066,0.7149502995648883
ENST00000599612,1245,0.24739248880969986
ENST00000614672,6907,0.45303531655339796
ENST00000379198,1734,0.21439467441512292
ENST00000307641,2067,0.5003945592280274
ENST00000337554,838,0.4522002308465808
ENST00000251413,1434,0.6056987141885602
ENST00000571525,333,0.7687757580635026
ENST00000368211,665,0.52626466573038
ENST00000371959,6338,0.06906443292259047
ENST00000432616,824,0.7936909805784221
ENST00000381995,833,0.15226327596211306
ENST00000369980,3043,0.09255626550210282
ENST00000628018,111,0.3114966692545986
ENST00000278412,1012,0.5296961985068375
ENST00000546591,535,0.1345777618456423
ENST00000359995,1875,0.10211502954542494
ENST00000224237,1799,0.3247835141841731
ENST00000320225,1860,0.3369008719392828
ENST00000378799,448,0.38251938730234486
ENST00000313511,347,0.7170499787873748
ENST00000230340,1479,0.4338066162017475
ENST00000618229,2798,0.22581923660222425
ENST00000483970,478,0.5086159671264113
ENST00000261758,977,0.2601621191091158
ENST00000335972,1018,0.08929193140942263
ENST00000614556,5557,0.28818067995006985
ENST00000612549,1533,0.7629840970149653
ENST00000291386,1274,0.15788677244192453
ENST00000273986,1175,0.5425128465830937
ENST00000543663,3178,0.3178501205116188
ENST00000284551,1504,0.627900231611721
ENST00000248451,255,0.5417314697276912
ENST00000239906,3894,0.7990067472391582
ENST00000366815,397,0.2031743635724233
ENST00000585603,2863,0.40163830210380885
ENST00000228506,1440,0.7909011715814492
ENST00000566525,1336,0.7280609028613046
ENST00000232888,1311,0.1941746149417846
ENST00000543465,1018,0.6081308747231375
ENST00000344795,774,0.20274097544813743
ENST00000409682,1257,0.19520589671843933
ENST00000617285,3064,0.600062030830308
ENST00000376281,1533,0.5796087465339074
ENST00000583313,702,0.5624300910016525
ENST00000428154,974,0.19770508802919104
ENST00000266970,1690,0.9497530895544384
ENST00000377897,512,0.10652617253688289
ENST00000629691,1273,0.7765571877272897
ENST00000360270,3181,0.6038887802545161
ENST00000353107,863,0.055367169721152375
ENST00000345523,1215,0.13345885502899832
ENST00000407418,1998,0.653588906024168
ENST00000587807,1849,0.20901332207632017
ENST00000631368,107,0.5612350962735713
ENST00000254998,697,0.3538542523176556
ENST00000329421,1003,0.616077886497392
ENST00000304411,1563,0.6799931940470975
ENST00000612311,1124,0.15480159406922717
ENST00000285930,387,0.6619847065460457
ENST00000487938,1193,0.7640669717888882
ENST00000371674,300,0.12723228264970382
ENST00000409587,758,0.36963171738041023
ENST00000358368,890,0.46536476888496425
ENST00000216037,626,0.4915188838438595
ENST00000476222,327,0.5374420414549083
ENST00000361891,902,0.563139198444974
ENST00000407004,3457,0.24113452625447562
ENST00000338338,890,0.5609094208740403
ENST00000368830,1007,0.5738430571175521
ENST00000252725,324,0.20775071717648416
ENST00000272217,887,0.6574122048043601
ENST00000301019,2189,0.21911207784436457
ENST00000467306,15,0.5883119828117613
ENST00000216392,895,0.2994650760960969
ENST00000366560,1435,0.08040096967057947
ENST00000280326,698,0.5276085800237308
ENST00000634753,917,0.7315795318348256
ENST00000370509,694,0.7597495324694984
ENST00000215587,314,0.5545868132497116
ENST00000435267,783,0.2793972073285757
ENST00000613953,403,0.736021662770152
ENST00000288828,818,0.27640903465522254
ENST00000376263,2188,0.26998513702582927
ENST00000540494,1174,0.7553953040973103
ENST00000357348,709,0.3240718695740897
ENST00000409194,424,0.30336443287927906
ENST00000253247,2323,0.6371052744322648
ENST00000398884,327,0.5218479940104898
ENST00000373548,1189,0.6150253560758607
ENST00000227322,1401,0.30903756453740033
ENST00000332211,178,0.294088590395258
ENST00000354336,5063,0.3348710789294426
ENST00000412585,687,0.3922132230486535
ENST00000290219,2178,0.4268145082941341
ENST00000485972,1073,0.493900611414914
ENST00000614672,5950,0.4537844772318865
ENST00000334651,1019,0.160879306400768
ENST00000356000,1110,0.08506406954287228
ENST00000370109,552,0.46717929111534257
ENST00000420613,1276,0.3171625692025761
ENST00000541182,683,0.4770629310527532
ENST00000326005,1035,0.6966106958192957
ENST00000230895,290,0.19646859926691013
ENST00000393196,589,0.2035184572894585
ENST00000405356,1355,0.387239082867226
ENST00000418740,325,0.09380204354547815
ENST00000265351,3754,0.20232888113911138
ENST00000395878,1093,0.23138804464582835
ENST00000253108,244,0.31063487311190174
ENST00000297532,779,0.6147334608078635
ENST00000368336,700,0.45160603343524547
ENST00000377970,1844,0.4376783084619373
ENST00000301740,8674,0.46578744859363774
ENST00000291442,2259,0.8080233996338423
ENST00000219252,1747,0.4495807143835552
ENST00000307714,1283,0.37350685984287424
ENST00000238788,692,0.507760091553214
ENST00000426256,1002,0.16288764241682915
ENST00000412304,964,0.6955102997558009
ENST00000014930,649,0.569637630676428
ENST00000580320,277,0.7409122962940031
ENST00000309352,653,0.29707027072461617
ENST00000244711,531,0.524819336762225
ENST00000361624,378,0.5725171447471759
ENST00000625213,965,0.8178860490536037
ENST00000480661,2011,0.14729083149671002
ENST00000526049,1132,0.7056668310281882
ENST00000453744,898,0.179192907092678
ENST00000593152,2059,0.5875473922127934
ENST00000566501,1928,0.7213442876759292
ENST00000634704,441,0.5549414484204739
ENST00000234091,1419,0.5788951993863842
ENST00000248098,969,0.31052211719988343
ENST00000371084,961,0.2829886108556574
ENST00000366609,807,0.29878597320122735
ENST00000308275,1219,0.6896666766239242
ENST00000236671,2083,0.3959384787188039
ENST00000303575,757,0.5067133672892425
ENST00000468045,2357,0.26079893666677395
ENST00000261693,2356,0.4132321227950416
ENST00000489498,2529,0.4503999814748641
ENST00000394920,100,0.35746619593578244
ENST00000303210,1500,0.7075311333277184
ENST00000358075,3176,0.057309153237637876
ENST00000368404,1081,0.27168795797382705
ENST00000346178,310,0.20490583697683576
ENST00000294661,150,0.7225213883976203
ENST00000371554,1145,0.402413017103988
ENST00000205143,2292,0.11782450285439748
ENST00000358075,2152,0.5153109055480312
ENST00000530455,1610,0.2632928182180622
ENST00000270142,805,0.4135547159135288
ENST00000265563,6016,0.6547196655683295
ENST00000620277,1274,0.09723382591103959
ENST00000261593,1188,0.2849452252796909
ENST00000397261,634,0.6610724630441738
ENST00000440685,270,0.5769971171680773
ENST00000367549,3058,0.63930613147642
ENST00000493905,282,0.17690049990031
ENST00000246912,972,0.46653574418170424
ENST00000269856,3118,0.6202036691423336
ENST00000379719,3649,0.3000148031813925
ENST00000357227,1530,0.4617026611725103
ENST00000631368,101,0.5831026295920613
ENST00000457167,608,0.616541986385235
ENST00000216038,415,0.16545101284339017
ENST00000338148,1913,0.14852144494674313
ENST00000223129,1325,0.6085635188096459
ENST00000222726,1622,0.35438411395158753
ENST00000303400,1027,0.621580189474743
ENST00000420993,1431,0.30785637921997366
ENST00000217971,1570,0.5527565018087574
ENST00000372622,631,0.2850407682261948
ENST00000292614,162,0.5633921147000931
ENST00000216330,1165,0.6573003268257502
ENST00000312960,1937,0.3396242787074678
ENST00000493683,1964,0.5198875819804946
ENST00000399395,416,0.894179529094433
ENST00000397901,2460,0.24040275217597293
ENST00000470450,298,0.6735194325559317
ENST00000256255,556,0.6798470506148898
ENST00000588282,844,0.2477123062082988
ENST00000374169,1833,0.36876960492707833
ENST00000394668,118,0.1569228130188616
ENST00000627109,2019,0.4384318604234409
ENST00000258091,1650,0.31457076609520385
ENST00000225792,1090,0.5822255063024243
ENST00000371785,1261,0.5473727097884746
ENST00000326181,1749,0.4798255302107176
ENST00000618613,427,0.31176823186173347
ENST00000300935,1344,0.19914637460474055
ENST00000372134,688,0.43861253240232995
ENST00000394440,444,0.41908062810689645
ENST00000515725,3138,0.6237592995616195
ENST00000340857,338,0.3310369446009946
ENST00000325421,1911,0.6936608555530271
ENST00000264993,2868,0.1990752326813632
ENST00000224949,2249,0.7224121218681051
ENST00000369144,4241,0.7923351530892432
ENST00000340828,766,0.7330562416854528
ENST00000347869,1802,0.5332711874638215
ENST00000295598,1330,0.7930231906981984
ENST00000262646,880,0.5708356192961244
ENST00000487245,370,0.5840181471425318
ENST00000497931,231,0.42680533011193356
ENST00000216452,799,0.6128759521528998
ENST00000309422,649,0.3076024555639658
ENST00000225665,1590,0.33348658633561407
ENST00000535757,342,0.25667589440025823
ENST00000262193,152,0.5471411236616142
ENST00000395044,870,0.25181223670087766
ENST00000391975,1384,0.4723190084057789
ENST00000307826,2362,0.32590932682397367
ENST00000546591,494,0.3094520231088771
ENST00000311528,725,0.8306997387644276
ENST00000404092,620,0.26025631515922504
ENST00000381140,470,0.23840792729028246
ENST00000334598,493,0.13329821681760756
ENST00000217426,89,0.29988417909160947
ENST00000280346,2622,0.4377955617682616
ENST00000309268,1613,0.08861714006638063
ENST00000262428,1269,0.2625900254477841
ENST00000616395,1205,0.4142227522328546
ENST00000255764,577,0.8533099733488319
ENST00000377351,3266,0.3200024572173931
ENST00000322347,546,0.7145237130008326
ENST00000572008,342,0.259432922227507
ENST00000620277,259,0.24803413137380004
ENST00000592962,241,0.29684805157066085
ENST00000559463,522,0.8235467994035985
ENST00000374436,787,0.6310238853713988
ENST00000351111,871,0.6619407001114375
ENST00000270708,1482,0.22708166331530175
ENST00000361813,362,0.7494443456659253
ENST00000467029,360,0.38567321389622383
ENST00000629690,1000,0.6104301156405298
ENST00000288828,1745,0.09639310843963843
ENST00000300935,1827,0.20425115487373466
ENST00000356401,570,0.19011024470319451
ENST00000586096,84,0.7640168265014635
ENST00000411651,1172,0.04738226499769864
ENST00000306434,1908,0.056510595797095366
ENST00000292330,806,0.1577564664516242
ENST00000272217,759,0.5567137654525224
ENST00000622390,338,0.47932570297890087
ENST00000521291,525,0.20944280460934298
ENST00000434505,1431,0.4726457482114069
ENST00000392133,2586,0.49672266013239197
ENST00000354230,2571,0.453503701589372
ENST00000244520,721,0.5074785258578643
ENST00000270225,461,0.33428417748345873
ENST00000306434,2697,0.2253086643316605
ENST00000398752,792,0.43576672594774735
ENST00000370631,3252,0.6319315535498244
ENST00000463376,1832,0.24489794087207614
ENST00000377768,932,0.3035384577156248
ENST00000202017,827,0.23008660824586022
ENST00000393868,1273,0.39058250575177733
ENST00000371740,889,0.38233793142828876
ENST00000314138,432,0.5093209206147907
ENST00000361567,1293,0.04786705531257734
ENST00000306627,442,0.05569660637555606
ENST00000367287,265,0.5284842199150386
ENST00000371756,665,0.5079054347330422
ENST00000628018,1410,0.5538988160688705
ENST00000413518,421,0.07202161473137736
ENST00000378119,3131,0.7584506171311797
ENST00000261700,580,0.09712469666454751
ENST00000344034,1724,0.6546166695279921
ENST00000372890,663,0.49997270370849894
ENST00000314940,1946,0.5086942619845333
ENST00000611055,506,0.5792399156435228
ENST00000256682,571,0.5467959832031103
ENST00000319004,2121,0.41825253660426165
ENST00000340384,1524,0.6393265067241563
ENST00000472077,2825,0.7097029067159636
ENST00000337970,313,0.2575612347145121
ENST00000378119,2742,0.19127059989829218
ENST00000457879,629,0.5440052244928437
ENST00000241704,4472,0.46572869687143126
ENST00000615234,126,0.1445112434688991
ENST00000368439,767,0.2613779740013869
ENST00000545888,2826,0.5450421183442685
ENST00000366794,2839,0.2627964597869777
ENST00000368302,523,0.5809519678887018
ENST00000231512,2076,0.5561777578826993
ENST00000234256,3468,0.1551052941661495
ENST00000246194,396,0.3570217698370567
ENST00000612311,746,0.7864368502286846
ENST00000514360,126,0.42098017497759527
ENST00000396863,1672,0.3791603720468539
ENST00000252818,1041,0.32209838322361684
ENST00000443003,271,0.34030752658542096
ENST00000366560,252,0.3215652608321757
ENST00000591247,539,0.33575678645503076
ENST00000217026,1716,0.5402697345857508
ENST00000237380,290,0.40496553415941344
ENST00000352035,3916,0.6178881991688338
ENST00000532489,981,0.6176674510352738
ENST00000337919,2272,0.4014349234778943
ENST00000230056,404,0.7510355177219673
ENST00000309318,792,0.78991799911221
ENST00000316052,725,0.6791721845543658
ENST00000315579,4166,0.5937750042847714
ENST00000272542,2312,0.1832559618934207
ENST00000216330,951,0.5699011304965077
ENST00000620944,1043,0.04855630883370945
ENST00000252137,1275,0.5008535267776676
ENST00000360270,3747,0.343641135323009
ENST00000341423,2066,0.2224876963864103
ENST00000380084,1287,0.08970289363882336
ENST00000368636,331,0.7253963989174256
ENST00000398958,2299,0.5097932878144382
ENST00000371959,5695,0.7145997569661526
ENST00000333628,829,0.4785056787654577
ENST00000274311,2313,0.34499116309491096
ENST00000617285,3118,0.31126180379692514
ENST00000377843,405,0.3802759763451107
ENST00000325974,1184,0.7903716181911613
ENST00000326446,2271,0.10074396058688748
ENST00000373791,329,0.5734667074383306
ENST00000310473,1573,0.6946841428253281
ENST00000332556,950,0.07107618500147879
ENST00000381995,1434,0.334402701827086
ENST00000277165,3708,0.23777599866537938
ENST00000320676,1856,0.23367188024650365
ENST00000318364,268,0.5313570766149178
ENST00000366615,128,0.6968521060910159
ENST00000434748,4456,0.6283055451906123
ENST00000586592,1324,0.7105648547347767
ENST00000544000,1875,0.2191899204992535
ENST00000358901,2468,0.5387112852163745
